title,title_KO,title_ORG,type,genres,genres_KO,releaseYear,length,ratings,production_countries,imdbAverageRating,imdbNumVotes,isAvaliableInDifferentPlatform,platforms,director,best_rank,top10_period,top100_period,top1000_period,length_in_minutes
article-370,ARTICLE 370,N/A,movie,"Action, Dramas, Thriller","액션, 드라마, 스릴러",2024,2시간 38분,15+,인도,7.9,23k,False,"Netflix, Netflix basic with Ads",Aditya Suhas Jambhale,3,2 DAYS,21 DAYS,183 DAYS,158.0
peurijeun-beureikeu,프리즌 브레이크,Prison Break,tv,"Action, Crime, Dramas, Thriller, Unknown","액션, 범죄, 드라마, 스릴러, 유럽에서 제작",2005,49분,15,미국,8.3,595k,True,"Netflix, Disney Plus, Netflix basic with Ads",N/A,3,48 DAYS,782 DAYS,3228 DAYS,49.0
jam,잠,N/A,movie,"Thriller, Horror, Comedy","스릴러, 공포, 코미디",2023,1시간 35분,15,대한민국,N/A,N/A,True,"Netflix, wavve, Netflix basic with Ads, Naver Store",Yoo Jae-sun,1,5 DAYS,27 DAYS,377 DAYS,95.0
mr-socrates,미스터 소크라테스,N/A,movie,"Action, Crime","액션, 범죄",2005,1시간 49분,N/A,대한민국,6.2,501,True,"Netflix, wavve, Netflix basic with Ads",Choi Jin-won,12,0 DAYS,1 DAYS,39 DAYS,109.0
raseuteu-mohikan,라스트 모히칸,The Last of the Mohicans,movie,"Romance, War, Action, Dramas, History, Western","로맨스, 전쟁, 액션, 드라마, 역사, 서부",1992,1시간 52분,15,미국,7.6,192k,False,"Netflix, Netflix basic with Ads",Michael Mann,8,1 DAYS,9 DAYS,285 DAYS,112.0
nuguna-aneun-bimil,누구나 아는 비밀,Todos lo saben,movie,"Crime, Thriller, Dramas, Unknown","범죄, 스릴러, 드라마, 유럽에서 제작",2018,2시간 12분,15,"스페인, Arjantin, 벨기에, 덴마크, 프랑스, 독일, 이탈리아",6.9,39k,True,"wavve, FilmBox+, Netflix, Naver Store, Watcha, Netflix basic with Ads",Asghar Farhadi,6,3 DAYS,16 DAYS,159 DAYS,132.0
panyi-miro-opilriawa-segaeyi-yeolsoe,판의 미로: 오필리아와 세개의 열쇠,El laberinto del fauno,movie,"Fantasy, Dramas, War, Unknown","판타지, 드라마, 전쟁, 유럽에서 제작",2006,1시간 58분,15,"멕시코, 스페인, 미국",8.2,713k,True,"wavve, Netflix, Naver Store, Watcha, Netflix basic with Ads",Guillermo del Toro,2,6 DAYS,88 DAYS,2743 DAYS,118.0
syapeuteu,샤프트,Shaft,movie,"Crime, Action, Comedy","범죄, 액션, 코미디",2019,1시간 51분,N/A,미국,6.4,60k,False,"Netflix, Netflix basic with Ads",Tim Story,3,3 DAYS,11 DAYS,206 DAYS,111.0
the-final-destination,파이널 데스티네이션 4,The Final Destination,movie,"Horror, Thriller","공포, 스릴러",2009,1시간 22분,N/A,미국,5.1,119k,True,"Netflix, wavve, Netflix basic with Ads",David R. Ellis,89,0 DAYS,1 DAYS,61 DAYS,82.0
madame-web,마담 웹,Madame Web,movie,"Fantasy, Action, Sci-Fi, Thriller","판타지, 액션, SF, 스릴러",2024,1시간 56분,N/A,미국,4.0,88k,True,"Netflix, wavve, Netflix basic with Ads, Naver Store",S.J. Clarkson,5,6 DAYS,159 DAYS,286 DAYS,116.0
atomig-beulrondeu,아토믹 블론드,Atomic Blonde,movie,"Thriller, Action, Unknown","스릴러, 액션, 유럽에서 제작",2017,1시간 55분,N/A,"미국, 독일, 헝가리, 스웨덴",6.7,211k,True,"Netflix, wavve, Netflix basic with Ads",David Leitch,1,10 DAYS,167 DAYS,1432 DAYS,115.0
woman-of-the-dead,우먼 오브 더 데드,Totenfrau,tv,"Crime, Dramas, Thriller","범죄, 드라마, 스릴러",2022,46분,N/A,오스트리아,N/A,N/A,False,"Netflix, Netflix basic with Ads",Nicolai Rohde,1,3 DAYS,18 DAYS,214 DAYS,46.0
jibe-oji-ma,집에 오지 마,อย่ากลับบ้าน,tv,"Thriller, Sci-Fi, Dramas, Horror","스릴러, SF, 드라마, 공포",2024,46분,N/A,태국,7.5,300,False,"Netflix, Netflix basic with Ads",N/A,3,2 DAYS,5 DAYS,5 DAYS,46.0
no-one-gets-out-alive,아무도 살아서 나갈 수 없다,No One Gets Out Alive,movie,"Thriller, Horror, Dramas","스릴러, 공포, 드라마",2021,1시간 25분,N/A,"루마니아, 미국",5.4,22k,False,"Netflix, Netflix basic with Ads",Santiago Menghini,4,2 DAYS,4 DAYS,84 DAYS,85.0
bandida-a-numero-um,밴딧: 넘버 원,Outlaw,movie,"Dramas, Action, Crime","드라마, 액션, 범죄",2024,1시간 22분,N/A,브라질,5.2,694,False,"Netflix, Netflix basic with Ads",João Wainer,8,1 DAYS,3 DAYS,13 DAYS,82.0
the-silent-sea,고요의 바다,The Silent Sea,tv,"Sci-Fi, Thriller, Dramas","SF, 스릴러, 드라마",2021,45분,N/A,대한민국,6.9,26k,False,"Netflix, Netflix basic with Ads",N/A,1,7 DAYS,36 DAYS,263 DAYS,45.0
contratiempo,인비저블 게스트,Contratiempo,movie,"Dramas, Thriller, Crime, Unknown","드라마, 스릴러, 범죄, 유럽에서 제작",2017,1시간 47분,15,스페인,8.0,197k,True,"wavve, Netflix, Naver Store, Watcha, Netflix basic with Ads",Oriol Paulo,1,26 DAYS,163 DAYS,2529 DAYS,107.0
biseutajeu,비스타즈,BEASTARS ビースターズ,tv,"Anime, Dramas, Thriller, Crime, Fantasy, Romance","애니메이션, 드라마, 스릴러, 범죄, 판타지, 로맨스",2019,23분,N/A,일본,7.7,13k,False,"Netflix, Netflix basic with Ads",N/A,1,5 DAYS,14 DAYS,471 DAYS,23.0
the-boy-in-the-striped-pajamas,줄무늬 파자마를 입은 소년,The Boy in the Striped Pyjamas,movie,"War, History, Dramas","전쟁, 역사, 드라마",2008,1시간 30분,12+,"미국, 영국",7.7,253k,True,"Netflix, Watcha, Naver Store",Mark Herman,3,1 DAYS,21 DAYS,825 DAYS,90.0
beulroing-yuri-ateu-seobaibeol,블로잉: 유리 아트 서바이벌,Blown Away,tv,"Reality-TV, History, Documentary","Reality TV, 역사, 다큐멘터리",2019,28분,12,캐나다,N/A,N/A,False,"Netflix, Netflix basic with Ads",N/A,2,5 DAYS,13 DAYS,228 DAYS,28.0
this-is-the-zodiac-speaking,조디악이다,This Is the Zodiac Speaking,tv,"Documentary, Crime","다큐멘터리, 범죄",2024,45분,N/A,미국,7.3,3k,False,"Netflix, Netflix basic with Ads",N/A,1,3 DAYS,9 DAYS,13 DAYS,45.0
beverly-hills-cop-axel-foley,비버리 힐스 캅: 액셀 F,Beverly Hills Cop: Axel Foley,movie,"Action, Comedy, Crime, Thriller","액션, 코미디, 범죄, 스릴러",2024,1시간 58분,N/A,미국,6.5,72k,False,"Netflix, Netflix basic with Ads",Mark Molloy,2,9 DAYS,33 DAYS,129 DAYS,118.0
the-conjuring,컨저링,The Conjuring,movie,"Horror, Thriller","공포, 스릴러",2013,1시간 52분,15,미국,7.5,571k,True,"wavve, Netflix, Naver Store, Watcha, Netflix basic with Ads",James Wan,1,8 DAYS,167 DAYS,2069 DAYS,112.0
the-haunting-of-bly-manor,블라이 저택의 유령,The Haunting of Bly Manor,tv,"Dramas, Horror, Thriller","드라마, 공포, 스릴러",2020,55분,15,미국,7.4,133k,False,"Netflix, Netflix basic with Ads",N/A,1,3 DAYS,20 DAYS,437 DAYS,55.0
no-hard-feelings,노 하드 필링스,No Hard Feelings,movie,"Comedy, Romance","코미디, 로맨스",2023,1시간 44분,N/A,미국,6.4,178k,True,"Netflix, wavve, Netflix basic with Ads",Gene Stupnitsky,1,63 DAYS,268 DAYS,530 DAYS,104.0
paradise-0,패러다이스,Paradise,movie,"Sci-Fi, Thriller, Action","SF, 스릴러, 액션",2023,1시간 57분,N/A,독일,6.3,22k,False,"Netflix, Netflix basic with Ads",Boris Kunz,2,1 DAYS,27 DAYS,206 DAYS,117.0
wish-dragon,위시 드래곤,Wish Dragon,movie,"Anime, Family, Comedy, Fantasy, Romance","애니메이션, 가족, 코미디, 판타지, 로맨스",2021,1시간 39분,N/A,"China, 미국",7.2,35k,False,"Netflix, Netflix basic with Ads",Chris Appelhans,13,0 DAYS,6 DAYS,49 DAYS,99.0
happy-end,해피 엔드,N/A,movie,"Romance, Dramas, Crime","로맨스, 드라마, 범죄",1999,1시간 40분,N/A,대한민국,N/A,N/A,False,"Netflix, Netflix basic with Ads",Jung Ji-woo,85,0 DAYS,1 DAYS,124 DAYS,100.0
the-mole-2022,더 몰,The Mole,tv,Reality-TV,Reality TV,2022,45분,12,미국,N/A,N/A,False,"Netflix, Netflix basic with Ads",N/A,3,9 DAYS,42 DAYS,356 DAYS,45.0
beojeu-obeu-peurei-halrikwinyi-hwangholhan-haebang,버즈 오브 프레이: 할리 퀸의 황홀한 해방,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),movie,"Action, Crime, Comedy","액션, 범죄, 코미디",2020,1시간 49분,15,미국,6.1,270k,True,"Netflix, wavve, Netflix basic with Ads, Naver Store",Cathy Yan,1,27 DAYS,342 DAYS,1413 DAYS,109.0
slasher,슬래셔,Slasher,tv,"Thriller, Crime, Dramas, Horror","스릴러, 범죄, 드라마, 공포",2016,47분,19,미국,6.7,17k,False,"Netflix, Netflix basic with Ads",Adam MacDonald,1,19 DAYS,97 DAYS,1685 DAYS,47.0
coeae,최애,最愛,tv,"Dramas, Thriller, Crime, Romance","드라마, 스릴러, 범죄, 로맨스",2021,47분,15+,일본,7.1,491,True,"Netflix, Netflix basic with Ads, Watcha","Ayuko Tsukahara , Takeyoshi Yamamoto , Yoshiaki Murao",1,2 DAYS,7 DAYS,81 DAYS,47.0
bahubalri-2-deo-keonkeulrujeon,바후발리 2: 더 컨클루전,బాహుబలి 2: ది కన్ క్లూజన్,movie,"Action, Fantasy, Dramas","액션, 판타지, 드라마",2017,2시간 46분,N/A,인도,8.2,118k,False,Netflix,S. S. Rajamouli,8,1 DAYS,12 DAYS,751 DAYS,166.0
one-direction-this-is-us,원 디렉션: 디스 이즈 어스,One Direction: This Is Us,movie,"Music, Documentary, Unknown","음악, 다큐멘터리, 유럽에서 제작",2013,1시간 47분,12+,"미국, 영국",4.3,25k,True,"Netflix, wavve, Netflix basic with Ads, Naver Store",Morgan Spurlock,4,1 DAYS,5 DAYS,147 DAYS,107.0
superbad,슈퍼배드,Superbad,movie,Comedy,코미디,2007,1시간 53분,N/A,미국,7.6,648k,True,"Netflix, wavve, Watcha",Greg Mottola,4,4 DAYS,32 DAYS,1701 DAYS,113.0
the-blackening,블래크닝,The Blackening,movie,"Comedy, Horror, Thriller","코미디, 공포, 스릴러",2023,1시간 37분,15+,미국,6.0,21k,True,"Netflix, wavve, Netflix basic with Ads",Tim Story,18,0 DAYS,9 DAYS,172 DAYS,97.0
ddeugeoun-pi,뜨거운 피,N/A,movie,"Crime, Action, Thriller, Dramas","범죄, 액션, 스릴러, 드라마",2022,1시간 59분,N/A,대한민국,5.9,402,True,"Netflix, wavve, Netflix basic with Ads, Naver Store",N/A,N/A,N/A,N/A,N/A,119.0
teoning-pointeu-haegmugiwa-naengjeon,터닝 포인트: 핵무기와 냉전,Turning Point: The Bomb and the Cold War,tv,Documentary,다큐멘터리,2024,1시간 8분,N/A,미국,N/A,N/A,False,"Netflix, Netflix basic with Ads",N/A,3,2 DAYS,8 DAYS,187 DAYS,68.0
haengbogiran,행복이란,Happiness Is,movie,"Romance, Comedy, Dramas","로맨스, 코미디, 드라마",2024,1시간 36분,15,남아프리카공화국,3.7,199,False,"Netflix, Netflix basic with Ads",N/A,67,0 DAYS,1 DAYS,6 DAYS,96.0
homilbatyi-banhanga,호밀밭의 반항아,Rebel in the Rye,movie,"Dramas, Romance, War","드라마, 로맨스, 전쟁",2017,1시간 46분,N/A,미국,6.7,11k,True,"Netflix, wavve, Watcha, Naver Store",Danny Strong,15,0 DAYS,5 DAYS,98 DAYS,106.0
lucy,루시,Lucy,movie,"Action, Sci-Fi, Unknown, Thriller","액션, SF, 유럽에서 제작, 스릴러",2014,1시간 29분,N/A,프랑스,6.4,545k,True,"wavve, Netflix, Amazon Prime Video, Watcha, Netflix basic with Ads",Luc Besson,1,8 DAYS,153 DAYS,1808 DAYS,89.0
house-of-wax,하우스 오브 왁스,House of Wax,movie,"Horror, Thriller","공포, 스릴러",2005,1시간 53분,N/A,미국,5.5,137k,True,"Netflix, wavve, Netflix basic with Ads",Jaume Collet-Serra,17,0 DAYS,5 DAYS,120 DAYS,113.0
coeseonyi-salm,최선의 삶,N/A,movie,Dramas,드라마,2021,1시간 50분,15,대한민국,6.9,77,True,"wavve, Netflix, Naver Store, Watcha, Netflix basic with Ads",Lee Woo-jung,3,2 DAYS,4 DAYS,55 DAYS,110.0
reobeu-ailraendeu,LOVE ISLAND,Love Island USA,tv,Reality-TV,Reality TV,2019,53분,15,미국,5.2,2k,False,"Netflix, Netflix basic with Ads",N/A,3,5 DAYS,27 DAYS,642 DAYS,53.0
ben-10,벤 10,Ben 10,tv,"Action, Sci-Fi, Family, Anime","액션, SF, 가족, 애니메이션",2005,23분,7,미국,7.5,30k,False,Netflix basic with Ads,N/A,N/A,N/A,N/A,N/A,23.0
2012,2012,N/A,movie,"Action, Sci-Fi","액션, SF",2009,2시간 38분,N/A,미국,5.8,404k,True,"wavve, Netflix, Naver Store, Watcha, Netflix basic with Ads",Roland Emmerich,1,1 DAYS,26 DAYS,622 DAYS,158.0
project-wolf-hunting,늑대사냥,N/A,movie,"Crime, Action, Thriller, Horror, Sci-Fi","범죄, 액션, 스릴러, 공포, SF",2022,2시간 2분,N/A,대한민국,N/A,N/A,True,"Netflix, wavve, Netflix basic with Ads",Kim Hong-sun,4,5 DAYS,25 DAYS,422 DAYS,122.0
haegolgisanimeun-jigeum-isegye-moheom-jung,해골기사님은 지금 이세계 모험 중,骸骨騎士様、只今異世界へお出掛け中,tv,"Action, Sci-Fi, Anime","액션, SF, 애니메이션",2022,23분,19,일본,N/A,N/A,False,"Netflix, Netflix basic with Ads",N/A,66,0 DAYS,2 DAYS,16 DAYS,23.0
jeoseutiseu-rigeu,저스티스 리그,Justice League,movie,"Sci-Fi, Action, Fantasy","SF, 액션, 판타지",2017,2시간 0분,N/A,미국,6.1,484k,True,"Netflix, wavve, Netflix basic with Ads, Naver Store",Zack Snyder,1,32 DAYS,370 DAYS,2147 DAYS,120.0
paieopeulrai-rein,파이어플라이 레인,Firefly Lane,tv,"Dramas, Romance","드라마, 로맨스",2021,52분,19,미국,7.7,38k,False,"Netflix, Netflix basic with Ads",N/A,2,4 DAYS,36 DAYS,372 DAYS,52.0
lsd-2-love-sex-aur-dhokha-2,"LSD 2: LOVE, SEX AUR DHOKHA 2","एलएसडी 2: लव, सेक्स और धोखा 2",movie,"Dramas, Comedy, Crime, Romance","드라마, 코미디, 범죄, 로맨스",2024,1시간 59분,N/A,인도,N/A,N/A,False,Netflix,Dibakar Banerjee,9,1 DAYS,1 DAYS,7 DAYS,119.0
doggaebi,도깨비,쓸쓸하고 찬란하神-도깨비,tv,"Dramas, Sci-Fi, Comedy, Fantasy, Romance","드라마, SF, 코미디, 판타지, 로맨스",2016,53분,15,대한민국,8.6,30k,True,"Netflix, Disney Plus, Netflix basic with Ads","Lee Eung-bok , Yoon Jong-ho , Kwon Hyuk-chan",4,3 DAYS,90 DAYS,2791 DAYS,53.0
happy,해피!,HAPPY!,tv,"Sci-Fi, Fantasy, Thriller, Action, Comedy, Crime","SF, 판타지, 스릴러, 액션, 코미디, 범죄",2017,43분,19,미국,8.1,44k,False,Netflix,N/A,2,8 DAYS,41 DAYS,740 DAYS,43.0
peeo-peulrei,페어플레이,Fair Play,movie,"Dramas, Thriller, Romance","드라마, 스릴러, 로맨스",2023,1시간 53분,N/A,미국,6.4,42k,False,"Netflix, Netflix basic with Ads",Chloe Domont,1,4 DAYS,30 DAYS,200 DAYS,113.0
